id,gen,varsta,educatie,regiune,mediu,salariu_lunar_net_lei,promovat
3434,F,39,Gimnaziu,Nord-Vest,Urban,3684.0,Nu
3435,F,25,Profesional,Sud-Vest Oltenia,Rural,2200.0,Nu
3436,F,48,Liceu,Nord-Vest,Urban,4000.0,Da
3437,F,38,Facultate,Nord-Vest,Urban,5663.0,Nu
3438,M,47,Liceu,Nord-Est,Urban,4153.0,Nu
3439,F,33,Facultate,Vest,Rural,4569.0,Da
3440,M,42,Liceu,Sud-Muntenia,Rural,3387.0,Da
3441,M,36,Liceu,Sud-Muntenia,Urban,3764.0,Da
3442,F,44,Liceu,Bucuresti-Ilfov,Rural,3657.0,Da
3443,M,45,Gimnaziu,Vest,Urban,5092.0,Nu
3444,M,38,Facultate,Sud-Vest Oltenia,Urban,4824.0,Da
3445,M,62,Facultate,Centru,Urban,6997.0,Da
3446,F,40,Profesional,Bucuresti-Ilfov,Urban,4964.0,Da
3447,M,33,Facultate,Nord-Vest,Rural,5845.0,Nu
3448,F,47,Facultate,Vest,Rural,5111.0,Nu
3449,M,32,Facultate,Sud-Vest Oltenia,Urban,5829.0,Da
3450,M,52,Facultate,Centru,Urban,5794.0,Nu
3451,F,38,Masterat,Sud-Muntenia,Urban,6471.0,Da
3452,F,32,Facultate,Vest,Urban,6222.0,Nu
3453,M,43,Liceu,Nord-Est,Rural,3205.0,Nu
3454,F,51,Postliceal,Nord-Est,Urban,4026.0,Nu
3455,F,50,Liceu,Nord-Est,Rural,2477.0,Da
3456,M,45,Liceu,Sud-Vest Oltenia,Rural,2824.0,Nu
3457,F,62,Liceu,Bucuresti-Ilfov,Urban,5194.0,Nu
3458,M,39,Masterat,Vest,Rural,6800.0,Da
3459,F,39,Profesional,Bucuresti-Ilfov,Urban,4390.0,Da
3460,M,60,Liceu,Nord-Vest,Rural,3166.0,Nu
3461,F,34,Liceu,Nord-Est,Urban,4009.0,Da
3462,M,51,Primar,Centru,Urban,4193.0,Nu
3463,M,51,Facultate,Bucuresti-Ilfov,Rural,5475.0,Da
3464,F,27,Gimnaziu,Sud-Est,Rural,3149.0,Nu
3465,M,49,Doctorat,Sud-Muntenia,Urban,7291.0,Nu
3466,F,32,Profesional,Nord-Vest,Rural,3516.0,Nu
3467,M,41,Masterat,Nord-Est,Urban,5898.0,Da
3468,F,36,Profesional,Bucuresti-Ilfov,Urban,5972.0,Da
3469,M,33,Profesional,Sud-Vest Oltenia,Rural,2802.0,Nu
3470,M,33,Facultate,Nord-Vest,Urban,7231.0,Nu
3471,F,34,Gimnaziu,Bucuresti-Ilfov,Urban,4956.0,Nu
3472,F,45,Gimnaziu,Centru,Rural,2403.0,Nu
3473,F,39,Facultate,Bucuresti-Ilfov,Rural,6479.0,Da
3474,M,39,Liceu,Sud-Est,Urban,4464.0,Nu
3475,F,58,Liceu,Sud-Muntenia,Rural,2200.0,Da
3476,F,39,Primar,Centru,Urban,2975.0,Da
3477,M,24,Liceu,Sud-Muntenia,Rural,4216.0,Da
3478,M,57,Profesional,Sud-Est,Rural,4115.0,Da
3479,F,40,Gimnaziu,Nord-Est,Urban,4265.0,Nu
3480,M,29,Profesional,Sud-Muntenia,Urban,4485.0,Nu
3481,M,32,,Nord-Vest,Urban,4584.0,Nu
3482,F,33,Facultate,Vest,Rural,5030.0,Da
3483,M,59,Primar,Bucuresti-Ilfov,Rural,5661.0,Da
3484,F,48,Postliceal,Nord-Vest,Rural,4806.0,Nu
3485,F,48,Facultate,Bucuresti-Ilfov,Urban,7218.0,Nu
3486,M,51,Liceu,Vest,Urban,5280.0,Da
3487,F,34,Primar,Bucuresti-Ilfov,Urban,3973.0,Nu
3488,M,39,Facultate,Sud-Muntenia,Rural,4663.0,Da
3489,F,18,Liceu,Sud-Vest Oltenia,Urban,3613.0,Nu
3490,F,38,Liceu,Vest,Urban,3867.0,Nu
3491,F,32,Masterat,Sud-Muntenia,Urban,5713.0,Da
3492,F,43,Facultate,Sud-Est,Rural,5666.0,Da
3493,F,36,Doctorat,Bucuresti-Ilfov,Urban,7365.0,Nu
3494,M,36,Masterat,Bucuresti-Ilfov,Rural,8550.0,Nu
3495,F,44,Primar,Nord-Vest,Urban,2667.0,Nu
3496,F,34,Masterat,Bucuresti-Ilfov,Rural,6241.0,Nu
3497,M,20,Facultate,Vest,Rural,5684.0,Da
3498,F,64,Profesional,Vest,Rural,3621.0,Nu
3499,F,37,Primar,Bucuresti-Ilfov,Urban,,Nu
3500,F,38,Liceu,Sud-Est,Rural,4046.0,Da
3501,F,26,Masterat,Sud-Muntenia,Urban,5479.0,Nu
3502,M,35,Liceu,Vest,Urban,5841.0,Nu
3503,F,46,Facultate,Sud-Muntenia,Rural,4056.0,Da
3504,M,56,Liceu,Sud-Est,Rural,3071.0,Da
3505,F,42,Facultate,Sud-Est,Urban,5298.0,Nu
3506,M,53,Postliceal,Nord-Est,Urban,4932.0,Nu
3507,M,40,Facultate,Centru,Rural,6195.0,Da
3508,F,44,Facultate,Sud-Muntenia,Rural,3652.0,Da
3509,M,33,Facultate,Sud-Est,Urban,5523.0,Da
3510,F,20,Liceu,Vest,Urban,3999.0,Da
3511,M,39,Gimnaziu,Nord-Vest,Rural,3389.0,Nu
3512,M,32,Facultate,Centru,Rural,5688.0,Da
3513,M,39,Doctorat,Sud-Est,Rural,6281.0,Nu
3514,M,24,Facultate,Sud-Muntenia,Urban,,Nu
3515,M,44,Profesional,Nord-Est,Urban,3907.0,Da
3516,M,53,Liceu,Sud-Muntenia,Urban,6070.0,Nu
3517,F,44,Gimnaziu,Sud-Vest Oltenia,Rural,3179.0,Da
3518,M,38,Liceu,Nord-Vest,Urban,4895.0,Nu
3519,M,48,Postliceal,Sud-Est,Urban,5320.0,Da
3520,F,57,Gimnaziu,Nord-Vest,Urban,4181.0,Nu
3521,F,50,Liceu,Sud-Muntenia,Urban,3555.0,Nu
3522,F,48,Postliceal,Centru,Rural,3198.0,Nu
3523,M,46,Profesional,Nord-Vest,Rural,4969.0,Nu
3524,M,54,Liceu,Bucuresti-Ilfov,Urban,6874.0,Nu
3525,M,44,Masterat,Bucuresti-Ilfov,Urban,8745.0,Da
3526,M,45,Primar,Bucuresti-Ilfov,Urban,5591.0,Da
3527,F,18,Facultate,Vest,Urban,,Nu
3528,M,44,Liceu,Sud-Est,Rural,3785.0,Nu
3529,M,23,Gimnaziu,Vest,Rural,2875.0,Nu
3530,M,43,Facultate,Nord-Est,Rural,4418.0,Nu
3531,M,50,Masterat,Nord-Vest,Urban,8086.0,Nu
3532,M,45,Doctorat,Bucuresti-Ilfov,Urban,8795.0,Da
3533,F,42,Liceu,Sud-Est,Rural,2647.0,Nu
3534,F,28,Profesional,Centru,Urban,3559.0,Nu
3535,F,35,Facultate,Sud-Muntenia,Rural,4725.0,Nu
3536,M,29,Facultate,Centru,Urban,6135.0,Nu
3537,M,33,Facultate,Vest,Rural,5576.0,Nu
3538,F,34,Postliceal,Bucuresti-Ilfov,Urban,5420.0,Nu
3539,M,46,Profesional,Sud-Muntenia,Rural,3419.0,Da
3540,F,50,Facultate,Vest,Rural,5549.0,Nu
3541,F,39,Liceu,Nord-Est,Rural,2200.0,Nu
3542,F,60,Gimnaziu,Centru,Urban,3270.0,Da
3543,M,18,Gimnaziu,Bucuresti-Ilfov,Rural,3689.0,Nu
3544,M,25,Profesional,Sud-Vest Oltenia,Rural,2200.0,Da
3545,F,49,Postliceal,Nord-Est,Urban,3612.0,Da
3546,M,61,Doctorat,Sud-Est,Urban,7971.0,Da
3547,M,39,Liceu,Sud-Muntenia,Urban,4799.0,Nu
3548,M,21,Masterat,Sud-Muntenia,Urban,6098.0,Da
3549,F,37,Gimnaziu,Sud-Vest Oltenia,Urban,2658.0,Nu
3550,F,47,Masterat,Bucuresti-Ilfov,Rural,6277.0,Nu
3551,M,40,Masterat,Nord-Est,Urban,6394.0,Da
3552,M,27,Gimnaziu,Sud-Est,Rural,2200.0,Nu
3553,M,28,Profesional,Vest,Rural,4161.0,Da
3554,M,52,Facultate,Nord-Vest,Rural,5972.0,Da
3555,F,32,Profesional,Sud-Muntenia,Rural,,Nu
3556,F,51,Facultate,Bucuresti-Ilfov,Rural,6003.0,Da
3557,F,39,Liceu,Sud-Muntenia,Rural,2693.0,Da
3558,F,32,Postliceal,Centru,Urban,4193.0,Da
3559,M,35,Postliceal,Vest,Urban,5048.0,Da
3560,M,47,Postliceal,Centru,Rural,5695.0,Da
3561,F,43,Facultate,Nord-Est,Rural,3851.0,Nu
3562,M,62,Facultate,Nord-Est,Urban,5859.0,Da
3563,F,18,Facultate,Sud-Est,Urban,5262.0,Da
3564,M,44,Masterat,Sud-Vest Oltenia,Rural,5435.0,Nu
3565,M,46,Liceu,Bucuresti-Ilfov,Rural,4785.0,Nu
3566,F,54,Liceu,Sud-Est,Urban,4842.0,Da
3567,M,31,Postliceal,Bucuresti-Ilfov,Urban,6585.0,Da
3568,M,31,Masterat,Sud-Est,Rural,5379.0,Nu
3569,M,55,Liceu,Vest,Rural,4724.0,Da
3570,F,50,Masterat,Nord-Est,Rural,4235.0,Nu
3571,F,47,Masterat,Nord-Est,Urban,5961.0,Da
3572,F,53,Facultate,Centru,Urban,6866.0,Nu
3573,M,38,Facultate,Sud-Vest Oltenia,Rural,5452.0,Nu
3574,F,43,Gimnaziu,Bucuresti-Ilfov,Urban,5180.0,Nu
3575,F,43,Postliceal,Sud-Muntenia,Urban,2950.0,Nu
3576,M,23,Masterat,Sud-Est,Rural,6326.0,Nu
3577,M,56,Facultate,Vest,Urban,6268.0,Da
3578,F,56,Postliceal,Centru,Rural,4337.0,Nu
3579,F,62,Masterat,Nord-Est,Urban,5590.0,Nu
3580,F,47,Profesional,Nord-Vest,Urban,3664.0,Nu
3581,M,47,Gimnaziu,Sud-Vest Oltenia,Rural,3285.0,Nu
3582,M,52,Gimnaziu,Nord-Est,Urban,4498.0,Nu
3583,F,43,Primar,Centru,Rural,2928.0,Nu
3584,M,26,Facultate,Bucuresti-Ilfov,Rural,6425.0,Nu
3585,F,28,Gimnaziu,Sud-Vest Oltenia,Rural,2536.0,Nu
3586,F,36,Liceu,Sud-Vest Oltenia,Urban,2981.0,Nu
3587,M,67,Postliceal,Bucuresti-Ilfov,Rural,5466.0,Nu
3588,M,33,Liceu,Nord-Vest,Urban,4318.0,Da
3589,F,47,Profesional,Bucuresti-Ilfov,Urban,4719.0,Da
3590,M,59,Liceu,Nord-Est,Rural,2890.0,Nu
3591,M,59,Gimnaziu,Sud-Muntenia,Urban,3832.0,Nu
3592,F,19,Liceu,Sud-Muntenia,Rural,2200.0,Nu
3593,F,37,Profesional,Sud-Muntenia,Rural,2552.0,Nu
3594,F,26,Primar,Nord-Vest,Rural,3991.0,Da
3595,F,18,Masterat,Nord-Est,Urban,4141.0,Nu
3596,M,51,Liceu,Sud-Est,Urban,4864.0,Da
3597,M,57,Gimnaziu,Bucuresti-Ilfov,Urban,5957.0,Nu
3598,F,22,Facultate,Nord-Est,Urban,4125.0,Nu
3599,F,26,Gimnaziu,Vest,Rural,2703.0,Nu
3600,M,48,Profesional,Nord-Vest,Rural,4437.0,Nu
3601,M,35,Facultate,Vest,Urban,6301.0,Da
3602,M,47,Primar,Nord-Est,Rural,2249.0,Nu
3603,F,34,Facultate,Sud-Muntenia,Urban,5793.0,Da
3604,F,49,Liceu,Vest,Urban,5061.0,Nu
3605,F,42,Profesional,Sud-Muntenia,Urban,3340.0,Nu
3606,F,44,Liceu,Centru,Urban,4649.0,Da
3607,M,43,Facultate,Nord-Est,Urban,5942.0,Nu
3608,F,48,Facultate,Sud-Muntenia,Urban,5067.0,Nu
3609,F,21,Primar,Sud-Muntenia,Urban,2210.0,Da
3610,M,44,Facultate,Bucuresti-Ilfov,Urban,7816.0,Da
3611,F,36,Liceu,Sud-Muntenia,Rural,,Da
3612,M,34,Gimnaziu,Sud-Vest Oltenia,Rural,2869.0,Nu
3613,F,48,Liceu,Sud-Muntenia,Rural,2701.0,Nu
3614,F,62,Gimnaziu,Sud-Est,Urban,4759.0,Da
3615,M,31,Masterat,Sud-Vest Oltenia,Urban,7478.0,Nu
3616,M,44,Facultate,Centru,Urban,7105.0,Da
3617,M,39,Liceu,Bucuresti-Ilfov,Urban,6194.0,Nu
3618,F,24,Facultate,Bucuresti-Ilfov,Urban,5752.0,Da
3619,F,48,Liceu,Sud-Est,Urban,5173.0,Da
3620,M,21,Liceu,Centru,Urban,3761.0,Nu
3621,M,29,Masterat,Centru,Urban,6404.0,Da
3622,M,57,Facultate,Sud-Est,Urban,6699.0,Nu
3623,M,45,Postliceal,Sud-Est,Rural,2755.0,Nu
3624,F,21,Masterat,Bucuresti-Ilfov,Urban,7415.0,Da
3625,F,41,Profesional,Centru,Rural,2963.0,Da
3626,F,52,Postliceal,Sud-Vest Oltenia,Urban,4941.0,Nu
3627,F,59,Profesional,Bucuresti-Ilfov,Urban,6316.0,Nu
3628,F,35,Gimnaziu,Centru,Urban,3157.0,Da
3629,M,41,Liceu,Sud-Est,Urban,4966.0,Da
3630,F,40,Liceu,Nord-Est,Rural,3522.0,Nu
3631,M,46,Postliceal,Sud-Muntenia,Rural,5466.0,Nu
3632,M,21,Primar,Sud-Muntenia,Rural,3295.0,Da
3633,F,40,Liceu,Sud-Muntenia,Urban,3433.0,Da
3634,F,32,Gimnaziu,Sud-Vest Oltenia,Urban,3502.0,Nu
3635,F,54,Liceu,Nord-Est,Urban,3866.0,Nu
3636,M,20,Postliceal,Nord-Est,Urban,4983.0,Da
3637,M,18,Primar,Nord-Vest,Rural,2295.0,Nu
3638,M,37,Profesional,Sud-Est,Urban,5364.0,Da
3639,F,49,Facultate,Sud-Est,Urban,5054.0,Nu
3640,M,41,Gimnaziu,Sud-Est,Rural,3899.0,Nu
3641,F,58,Profesional,Bucuresti-Ilfov,Rural,5435.0,Nu
3642,M,33,Postliceal,Nord-Est,Urban,4561.0,Da
3643,F,32,Liceu,Vest,Urban,3502.0,Nu
3644,M,60,,Sud-Vest Oltenia,Rural,6590.0,Nu
3645,M,30,Liceu,Bucuresti-Ilfov,Rural,3940.0,Nu
3646,F,36,Liceu,Bucuresti-Ilfov,Urban,4639.0,Nu
3647,M,42,Masterat,Sud-Est,Urban,6912.0,Nu
3648,M,48,Masterat,Sud-Vest Oltenia,Rural,,Da
3649,F,32,Facultate,Nord-Vest,Urban,5686.0,Da
3650,M,53,Liceu,Bucuresti-Ilfov,Rural,4802.0,Nu
3651,F,55,,Bucuresti-Ilfov,Urban,6418.0,Nu
3652,M,43,Postliceal,Nord-Vest,Urban,5915.0,Nu
3653,F,49,Postliceal,Nord-Est,Rural,4245.0,Da
3654,M,40,Primar,Vest,Rural,4348.0,Nu
3655,M,48,Facultate,Sud-Vest Oltenia,Rural,4605.0,Nu
3656,M,47,Facultate,Nord-Est,Rural,5842.0,Da
3657,M,37,Masterat,Sud-Muntenia,Urban,7895.0,Nu
3658,F,31,Liceu,Bucuresti-Ilfov,Rural,2815.0,Nu
3659,M,56,Liceu,Sud-Muntenia,Urban,4667.0,Da
3660,M,54,Profesional,Sud-Vest Oltenia,Rural,4370.0,Nu
3661,F,42,Facultate,Vest,Urban,5896.0,Nu
3662,F,24,Primar,Vest,Rural,3865.0,Nu
3663,F,48,Facultate,Sud-Muntenia,Rural,3958.0,Nu
3664,F,63,Facultate,Nord-Vest,Urban,5477.0,Da
3665,F,46,Profesional,Nord-Est,Urban,3364.0,Da
3666,F,46,Masterat,Sud-Muntenia,Rural,4940.0,Nu
3667,M,52,Facultate,Centru,Rural,6351.0,Da
3668,F,48,Liceu,Nord-Vest,Rural,3595.0,Nu
3669,M,29,Facultate,Nord-Est,Rural,4002.0,Nu
3670,M,45,Liceu,Sud-Est,Rural,3836.0,Nu
3671,F,44,Gimnaziu,Nord-Est,Urban,2738.0,Nu
3672,M,29,Liceu,Sud-Muntenia,Rural,4000.0,Nu
3673,F,52,Facultate,Sud-Muntenia,Rural,3451.0,Nu
3674,M,48,Facultate,Vest,Rural,4381.0,Nu
3675,M,39,Gimnaziu,Nord-Est,Rural,3213.0,Nu
3676,M,48,Liceu,Bucuresti-Ilfov,Urban,6172.0,Da
3677,F,63,Liceu,Bucuresti-Ilfov,Urban,5473.0,Da
3678,F,44,Liceu,Centru,Urban,4232.0,Nu
3679,F,39,Gimnaziu,Nord-Vest,Urban,4163.0,Nu
3680,F,29,Facultate,Sud-Vest Oltenia,Urban,4076.0,Da
3681,F,48,Gimnaziu,Sud-Est,Rural,3484.0,Nu
3682,M,40,Postliceal,Nord-Vest,Rural,3536.0,Da
3683,F,48,Postliceal,Nord-Est,Rural,3964.0,Nu
3684,M,39,Primar,Bucuresti-Ilfov,Urban,5837.0,Da
3685,F,65,Facultate,Nord-Vest,Rural,4875.0,Da
3686,M,54,Gimnaziu,Nord-Est,Rural,4042.0,Nu
3687,F,28,Primar,Sud-Muntenia,Urban,2911.0,Da
3688,M,38,Profesional,Sud-Muntenia,Urban,5425.0,Nu
3689,M,47,Doctorat,Bucuresti-Ilfov,Rural,7725.0,Da
3690,F,36,Facultate,Nord-Est,Urban,5176.0,Da
3691,M,42,Liceu,Sud-Est,Rural,2565.0,Nu
3692,M,36,Masterat,Nord-Est,Urban,6570.0,Da
3693,F,50,Primar,Nord-Est,Urban,3544.0,Nu
3694,F,39,Doctorat,Sud-Vest Oltenia,Urban,7164.0,Nu
3695,M,41,Liceu,Sud-Vest Oltenia,Urban,3316.0,Da
3696,M,36,Gimnaziu,Vest,Urban,3481.0,Da
3697,M,42,Facultate,Nord-Est,Urban,5383.0,Nu
3698,F,37,Liceu,Sud-Muntenia,Rural,3444.0,Da
3699,F,30,Facultate,Bucuresti-Ilfov,Urban,6448.0,Nu
3700,F,25,,Sud-Muntenia,Rural,5026.0,Da
3701,F,61,Liceu,Nord-Vest,Rural,3570.0,Da
3702,M,34,Postliceal,Centru,Urban,6240.0,Nu
3703,F,38,Facultate,Nord-Vest,Urban,6025.0,Nu
3704,M,44,Facultate,Vest,Rural,5382.0,Da
3705,F,46,Postliceal,Bucuresti-Ilfov,Urban,6153.0,Nu
3706,F,50,Liceu,Bucuresti-Ilfov,Rural,5054.0,Da
3707,F,52,Masterat,Sud-Vest Oltenia,Rural,5695.0,Da
3708,F,51,Liceu,Bucuresti-Ilfov,Urban,5663.0,Nu
3709,M,56,Facultate,Bucuresti-Ilfov,Urban,7119.0,Da
3710,M,43,Masterat,Centru,Urban,7858.0,Nu
3711,F,32,Masterat,Nord-Vest,Urban,5747.0,Da
3712,M,49,Facultate,Nord-Est,Urban,5282.0,Nu
3713,F,24,Masterat,Bucuresti-Ilfov,Urban,7445.0,Da
3714,M,50,Masterat,Centru,Rural,6075.0,Da
3715,M,43,Masterat,Nord-Est,Rural,5873.0,Da
3716,F,41,Liceu,Nord-Vest,Rural,3457.0,Nu
3717,M,45,Facultate,Sud-Muntenia,Urban,5940.0,Da
3718,F,37,Primar,Nord-Vest,Urban,2906.0,Nu
3719,F,18,Liceu,Nord-Vest,Rural,2353.0,Nu
3720,F,51,Facultate,Sud-Muntenia,Urban,5515.0,Da
3721,F,52,Liceu,Bucuresti-Ilfov,Urban,5263.0,Da
3722,F,43,Liceu,Bucuresti-Ilfov,Urban,4676.0,Nu
3723,M,51,Liceu,Nord-Vest,Rural,3664.0,Da
3724,F,61,Primar,Sud-Vest Oltenia,Rural,2824.0,Nu
3725,F,31,Liceu,Sud-Est,Urban,3484.0,Nu
3726,M,36,Liceu,Vest,Rural,3174.0,Nu
3727,M,35,Masterat,Sud-Vest Oltenia,Urban,6398.0,Nu
3728,M,56,Profesional,Centru,Rural,2815.0,Nu
3729,F,37,Liceu,Nord-Vest,Rural,3921.0,Da
3730,M,34,Liceu,Vest,Urban,4758.0,Da
3731,M,36,Liceu,Bucuresti-Ilfov,Urban,,Da
3732,M,18,Liceu,Nord-Est,Rural,3677.0,Da
3733,M,35,Liceu,Centru,Rural,3704.0,Da
3734,M,47,Liceu,Sud-Muntenia,Urban,5011.0,Da
3735,M,35,Postliceal,Sud-Muntenia,Urban,4009.0,Nu
3736,F,49,Liceu,Bucuresti-Ilfov,Rural,4463.0,Nu
3737,F,62,Liceu,Nord-Est,Urban,3802.0,Nu
3738,M,52,Primar,Nord-Vest,Rural,4223.0,Nu
3739,F,67,Gimnaziu,Sud-Muntenia,Rural,3704.0,Da
3740,F,44,Postliceal,Nord-Vest,Urban,5012.0,Nu
3741,M,33,Postliceal,Sud-Est,Rural,3882.0,Da
3742,F,38,Postliceal,Sud-Vest Oltenia,Urban,3277.0,Da
3743,M,39,Liceu,Sud-Est,Rural,3553.0,Da
3744,F,48,Facultate,Sud-Muntenia,Rural,4732.0,Nu
3745,M,43,Postliceal,Bucuresti-Ilfov,Urban,6027.0,Nu
3746,F,44,Profesional,Nord-Est,Urban,4315.0,Da
3747,F,26,Postliceal,Nord-Vest,Urban,3305.0,Nu
3748,M,42,Liceu,Sud-Est,Urban,4344.0,Da
3749,M,55,Liceu,Bucuresti-Ilfov,Urban,5224.0,Nu
3750,M,45,Profesional,Bucuresti-Ilfov,Urban,6198.0,Nu
3751,M,39,Facultate,Bucuresti-Ilfov,Rural,6978.0,Da
3752,F,55,Liceu,Nord-Est,Urban,3421.0,Da
3753,F,40,Liceu,Centru,Urban,4250.0,Da
3754,M,29,Profesional,Vest,Urban,4359.0,Nu
3755,F,59,Liceu,Centru,Urban,5133.0,Da
3756,M,43,Facultate,Sud-Muntenia,Rural,5655.0,Nu
3757,F,34,Facultate,Centru,Urban,5875.0,Da
3758,M,44,Facultate,Nord-Vest,Rural,6344.0,Nu
3759,M,32,Gimnaziu,Centru,Rural,3993.0,Da
3760,M,38,Postliceal,Sud-Est,Rural,3645.0,Da
3761,F,28,Liceu,Sud-Vest Oltenia,Urban,3279.0,Nu
3762,F,36,Primar,Sud-Muntenia,Urban,3812.0,Nu
3763,F,27,Facultate,Bucuresti-Ilfov,Rural,4769.0,Da
3764,M,49,Doctorat,Vest,Rural,6881.0,Da
3765,F,26,Liceu,Sud-Vest Oltenia,Urban,3419.0,Da
3766,F,43,Profesional,Nord-Vest,Urban,4156.0,Da
3767,F,18,Facultate,Sud-Est,Rural,3857.0,Nu
3768,M,51,Profesional,Sud-Vest Oltenia,Rural,3294.0,Nu
3769,M,38,Facultate,Bucuresti-Ilfov,Rural,6849.0,Da
3770,F,38,Liceu,Sud-Vest Oltenia,Rural,,Da
3771,M,44,Masterat,Sud-Muntenia,Rural,6075.0,Nu
3772,M,23,Liceu,Nord-Vest,Urban,4600.0,Da
3773,F,27,Masterat,Centru,Rural,5169.0,Nu
3774,M,45,,Nord-Vest,Urban,6301.0,Da
3775,M,43,Masterat,Centru,Urban,7314.0,Da
3776,M,44,Gimnaziu,Vest,Urban,5692.0,Nu
3777,M,44,Liceu,Centru,Rural,3647.0,Da
3778,M,53,Profesional,Sud-Muntenia,Urban,4562.0,Nu
3779,M,37,Facultate,Bucuresti-Ilfov,Rural,6931.0,Da
3780,F,28,Facultate,Nord-Vest,Urban,5595.0,Da
3781,M,31,Liceu,Nord-Est,Rural,3046.0,Nu
3782,F,35,Facultate,Vest,Urban,6716.0,Nu
3783,M,43,Primar,Nord-Vest,Rural,4105.0,Da
3784,F,36,Liceu,Sud-Vest Oltenia,Urban,3307.0,Nu
3785,F,47,Masterat,Sud-Vest Oltenia,Urban,6018.0,Nu
3786,F,57,Facultate,Nord-Vest,Urban,6134.0,Nu
3787,M,37,Liceu,Sud-Est,Urban,4515.0,Nu
3788,F,46,Masterat,Bucuresti-Ilfov,Urban,7259.0,Nu
3789,M,47,Liceu,Nord-Vest,Urban,5253.0,Da
3790,M,39,Primar,Nord-Vest,Rural,4131.0,Da
3791,F,31,Liceu,Nord-Est,Urban,4361.0,Da
3792,M,45,Masterat,Sud-Est,Urban,6683.0,Da
3793,M,26,Masterat,Sud-Vest Oltenia,Rural,5304.0,Da
3794,M,40,Facultate,Nord-Est,Rural,4463.0,Da
3795,M,23,Liceu,Centru,Rural,,Da
3796,M,67,Liceu,Sud-Est,Urban,4859.0,Da
3797,F,29,Gimnaziu,Sud-Vest Oltenia,Rural,2201.0,Nu
3798,M,38,Liceu,Nord-Vest,Rural,4272.0,Da
3799,M,58,Gimnaziu,Bucuresti-Ilfov,Rural,5973.0,Nu
3800,F,18,Masterat,Bucuresti-Ilfov,Urban,5543.0,Nu
3801,M,50,Facultate,Sud-Muntenia,Urban,4903.0,Da
3802,M,43,Masterat,Nord-Est,Rural,6048.0,Da
3803,M,40,Liceu,Centru,Rural,4042.0,Nu
3804,F,65,Masterat,Sud-Est,Rural,5300.0,Da
3805,F,32,Doctorat,Nord-Est,Urban,5728.0,Da
3806,F,38,Facultate,Nord-Vest,Urban,5491.0,Nu
3807,M,45,,Sud-Muntenia,Rural,4541.0,Da
3808,M,67,,Nord-Vest,Rural,5026.0,Nu
3809,F,43,Masterat,Sud-Vest Oltenia,Urban,5229.0,Nu
3810,F,53,Profesional,Vest,Rural,3601.0,Nu
3811,M,43,Liceu,Vest,Urban,4857.0,Da
3812,F,58,Primar,Nord-Est,Rural,2559.0,Da
3813,F,42,Liceu,Nord-Est,Rural,2468.0,Nu
3814,F,43,Liceu,Nord-Est,Rural,2611.0,Nu
3815,F,35,Liceu,Nord-Est,Rural,2906.0,Nu
3816,M,42,Facultate,Sud-Est,Urban,4595.0,Da
3817,F,37,Facultate,Vest,Rural,5479.0,Nu
3818,F,33,Profesional,Centru,Urban,4778.0,Nu
3819,F,67,Profesional,Sud-Vest Oltenia,Rural,3077.0,Nu
3820,M,38,Liceu,Bucuresti-Ilfov,Urban,5654.0,Nu
3821,F,49,Liceu,Bucuresti-Ilfov,Rural,4823.0,Nu
3822,F,48,Gimnaziu,Sud-Est,Rural,3561.0,Da
3823,F,44,Profesional,Sud-Est,Rural,2871.0,Da
3824,M,26,Postliceal,Bucuresti-Ilfov,Urban,6617.0,Nu
3825,F,31,Masterat,Bucuresti-Ilfov,Urban,7651.0,Nu
3826,F,52,Facultate,Nord-Vest,Rural,5226.0,Nu
3827,M,32,Postliceal,Sud-Muntenia,Urban,5425.0,Da
3828,M,20,Profesional,Nord-Est,Urban,3591.0,Da
3829,F,57,Liceu,Nord-Vest,Rural,3779.0,Nu
3830,F,28,Liceu,Sud-Est,Urban,3661.0,Da
3831,M,38,Postliceal,Nord-Est,Urban,,Nu
3832,M,38,Liceu,Vest,Urban,4192.0,Da
3833,F,28,Liceu,Centru,Rural,3727.0,Nu
3834,M,48,Facultate,Sud-Vest Oltenia,Rural,5052.0,Nu
3835,M,35,Masterat,Bucuresti-Ilfov,Urban,8841.0,Da
3836,M,57,Postliceal,Nord-Vest,Rural,4295.0,Nu
3837,M,33,Liceu,Sud-Muntenia,Rural,2242.0,Da
3838,M,36,Liceu,Bucuresti-Ilfov,Rural,4598.0,Nu
3839,F,30,Facultate,Sud-Muntenia,Rural,4575.0,Nu
3840,F,28,Gimnaziu,Vest,Rural,,Nu
3841,F,42,Profesional,Bucuresti-Ilfov,Urban,5354.0,Nu
3842,F,36,Facultate,Nord-Est,Urban,5413.0,Da
3843,F,54,Liceu,Sud-Muntenia,Rural,2930.0,Nu
3844,M,23,Liceu,Nord-Est,Urban,3455.0,Da
3845,M,36,Gimnaziu,Sud-Est,Rural,3017.0,Da
3846,M,33,Profesional,Sud-Muntenia,Urban,4500.0,Da
3847,F,49,Facultate,Centru,Urban,4761.0,Da
3848,F,30,Facultate,Sud-Muntenia,Urban,4261.0,Da
3849,F,49,Liceu,Bucuresti-Ilfov,Rural,5275.0,Nu
3850,F,50,Facultate,Sud-Muntenia,Urban,5998.0,Nu
3851,M,39,Facultate,Nord-Vest,Urban,6209.0,Da
